**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 500
Start: Random
Difficulty: 30000000
Repetition probability (%): 20
Request delay (us): 600000
[1 4439128167132747160 4439128167132747160 1] 15716939
[1 419959660935379333 419959660935379333 1] 15656563
[1 5323113048839211569 5323113048839211569 1] 16252934
[1 6508099035400486672 6508099035400486672 3] 17300983
[1 3661979449103474211 3661979449103474211 1] 17454975
[1 5199371706524493251 5199371706524493251 1] 17252706
[1 428285387533163711 428285387533163711 1] 16762708
[1 7479665055322049871 7479665055322049871 1] 17486702
[1 4587930096661733970 4587930096661733970 1] 17926298
[1 676565140536873255 676565140536873255 1] 18140181
[1 7465279672643454733 7465279672643454733 1] 18102054
[1 5358995021737652853 5358995021737652853 2] 19179111
[1 7758562614941667095 7758562614941667095 1] 19926194
[1 4096930159418457413 4096930159418457413 2] 19613944
[1 6676147598389536847 6676147598389536847 1] 19688349
[1 7542673075594086020 7542673075594086020 1] 19604076
[1 8447424885188984022 8447424885188984022 1] 19564099
[1 3380263676397564338 3380263676397564338 2] 19164336
[1 14219070558469852 14219070558469852 1] 19328454
[1 8765615669523681939 8765615669523681939 1] 19384938
[1 419959660935379333 419959660935379333 1] 19328907
[1 5054306381671161295 5054306381671161295 2] 20194678
[1 4418986465783198893 4418986465783198893 1] 20516013
[1 3168228909583649578 3168228909583649578 1] 21592620
[1 4711016277695541463 4711016277695541463 1] 22048221
[1 3300549992339425025 3300549992339425025 1] 22406549
[1 4640306689896283532 4640306689896283532 1] 23194967
[1 8576653471017792763 8576653471017792763 1] 23401315
[1 8630513118107105493 8630513118107105493 2] 24462783
[1 3073303311992054111 3073303311992054111 1] 26081386
[1 4675313619226882656 4675313619226882656 2] 26782403
[1 4672142790945023815 4672142790945023815 1] 28005929
[1 6312818450892701566 6312818450892701566 2] 27735511
[1 3277991424207011103 3277991424207011103 1] 27292216
[1 4313074964976661539 4313074964976661539 1] 27679845
[1 5358995021737652853 5358995021737652853 1] 28744020
[1 5727926382741058057 5727926382741058057 1] 29220452
[1 6769470164041216243 6769470164041216243 2] 29340200
[1 2408144213467734955 2408144213467734955 2] 30149445
[1 1537871660103321085 1537871660103321085 1] 30638429
[1 8106418617074936444 8106418617074936444 2] 32039823
[1 4852342352453309314 4852342352453309314 1] 32824507
[1 6935269914745579775 6935269914745579775 2] 34270019
[1 8178167647254100655 8178167647254100655 1] 34875668
[1 5609386143928750169 5609386143928750169 1] 34679931
[1 5235884288566630025 5235884288566630025 1] 34213201
[1 7258030776582813733 7258030776582813733 2] 35339781
[1 6418055994088674903 6418055994088674903 2] 36809023
[1 8861487328274733667 8861487328274733667 1] 36659385
[1 5199371706524493251 5199371706524493251 1] 36452685
[1 697023732095936426 697023732095936426 1] 37523429
[1 2702469276737005753 2702469276737005753 1] 38577019
[1 7751036336550852449 7751036336550852449 1] 39011426
[1 7263920461483667833 7263920461483667833 3] 38463501
[1 1858959575435454377 1858959575435454377 1] 39675794
[1 1559190386264860990 1559190386264860990 1] 41088777
[1 8545497753826994372 8545497753826994372 2] 42657689
[1 6733148917571626198 6733148917571626198 1] 42627588
[1 2906895808741546301 2906895808741546301 1] 43472812
[1 6621806134722217994 6621806134722217994 3] 43641984
[1 5899104248299270511 5899104248299270511 1] 43877738
[1 8545497753826994372 8545497753826994372 1] 45466308
[1 1999070770062910591 1999070770062910591 1] 45545685
[1 5046249221331440250 5046249221331440250 1] 45934973
[1 2740874517211224045 2740874517211224045 1] 47521564
[1 3980262377739853399 3980262377739853399 1] 47117569
[1 1726119651011849087 1726119651011849087 1] 48543644
[1 4755769266264313978 4755769266264313978 1] 49059725
[1 1924345543027782702 1924345543027782702 1] 49842473
[1 1657028723439299735 1657028723439299735 1] 51278839
[1 3837879182316570790 3837879182316570790 1] 51906935
[1 3679629128133838277 3679629128133838277 1] 51465138
[1 3980262377739853399 3980262377739853399 2] 51061543
[1 4829750008164147974 4829750008164147974 1] 50554149
[1 366035088203681309 366035088203681309 1] 51520655
[1 472640305114548655 472640305114548655 1] 52705043
[1 8025119966655469405 8025119966655469405 1] 52519816
[1 1943465972204786521 1943465972204786521 1] 53863162
[1 9087915936908888447 9087915936908888447 1] 54972284
[1 7021863040962118426 7021863040962118426 1] 56532129
[1 6383064505001044642 6383064505001044642 1] 56974492
[1 6661929279557956789 6661929279557956789 1] 57128753
[1 3380263676397564338 3380263676397564338 1] 56727688
[1 4134066680141017990 4134066680141017990 1] 56316108
[1 7885990956964797791 7885990956964797791 1] 56429317
[1 2881907375742268536 2881907375742268536 2] 57669534
[1 1494610507527821925 1494610507527821925 1] 57708567
[1 2237646372472201809 2237646372472201809 2] 57733407
[1 7000092202700241638 7000092202700241638 1] 57739739
[1 4049776256710809090 4049776256710809090 1] 58962870
[1 7094574829709000416 7094574829709000416 2] 60502733
[1 5222133264898256115 5222133264898256115 2] 60831634
[1 777597955150123734 777597955150123734 1] 61281297
[1 78272782157371108 78272782157371108 1] 62897224
[1 4934221230837358068 4934221230837358068 1] 63407908
[1 3224496798420488480 3224496798420488480 1] 64633058
[1 4389097367932351452 4389097367932351452 1] 64864118
[1 472640305114548655 472640305114548655 1] 66047724
[1 6418055994088674903 6418055994088674903 2] 67517392
[1 4210581282492980127 4210581282492980127 1] 68593784
[1 62078986177768511 62078986177768511 1] 68229855
[1 4858660833805638128 4858660833805638128 1] 69663039
[1 5486430009089896035 5486430009089896035 1] 69472028
[1 3523119062920112816 3523119062920112816 1] 69644868
[1 2404331784854299912 2404331784854299912 1] 69599187
[1 171574233629385747 171574233629385747 1] 69623629
[1 3837879182316570790 3837879182316570790 1] 70254181
[1 4002065833995603862 4002065833995603862 1] 70721920
[1 101175050661003722 101175050661003722 1] 71129401
[1 5235884288566630025 5235884288566630025 1] 70663204
[1 1217082174760581124 1217082174760581124 1] 71551542
[1 9041943092826302859 9041943092826302859 1] 71854031
[1 4570918472550733256 4570918472550733256 1] 72292687
[1 3778255577798444672 3778255577798444672 2] 73348563
[1 2562215526203485763 2562215526203485763 2] 73558806
[1 4559156434454441098 4559156434454441098 1] 74851030
[1 6334889449731842403 6334889449731842403 1] 75345532
[1 8773876334263565533 8773876334263565533 1] 75092189
[1 4516712816156734168 4516712816156734168 1] 75647655
[1 5190854629269504638 5190854629269504638 1] 75247439
[1 348341910997470776 348341910997470776 1] 74676913
[1 3338324673096263604 3338324673096263604 1] 75232420
[1 6696084871028655697 6696084871028655697 1] 75568873
[1 2337016797151025370 2337016797151025370 1] 77022922
[1 6513783888078605502 6513783888078605502 1] 77823348
[1 4567303845284399364 4567303845284399364 1] 77929485
[1 6418055994088674903 6418055994088674903 2] 79410328
[1 3551371861899513573 3551371861899513573 1] 79568540
[1 3210252149598671156 3210252149598671156 2] 80502570
[1 4852342352453309314 4852342352453309314 1] 81283566
[1 894503179976803868 894503179976803868 2] 81724692
[1 647491046073748595 647491046073748595 1] 81508872
[1 4509399839213241252 4509399839213241252 1] 82709596
[1 3289045874899206838 3289045874899206838 2] 83873530
[1 7012966272631410635 7012966272631410635 1] 83310305
[1 2810783061002379839 2810783061002379839 1] 83324616
[1 3526848735750231445 3526848735750231445 3] 83839990
[1 4672142790945023815 4672142790945023815 1] 85062256
[1 6451767927797156096 6451767927797156096 1] 85724935
[1 2239583862575887041 2239583862575887041 1] 85832062
[1 5235884288566630025 5235884288566630025 1] 85365762
[1 3271852081665507611 3271852081665507611 1] 84819636
[1 3523119062920112816 3523119062920112816 1] 84992393
[1 7758562614941667095 7758562614941667095 2] 85737871
[1 251690462219525063 251690462219525063 1] 87279250
[1 8861487328274733667 8861487328274733667 1] 87130660
[1 472640305114548655 472640305114548655 2] 88315305
[1 5199371706524493251 5199371706524493251 1] 88107893
[1 5178792161997660435 5178792161997660435 1] 88536162
[1 8166414568124432591 8166414568124432591 1] 89352415
[1 8685449636262271972 8685449636262271972 1] 90849957
[1 7132460384727029320 7132460384727029320 2] 90928268
[1 5514366799865754161 5514366799865754161 1] 91333523
[1 4412122026428717922 4412122026428717922 1] 92515760
[1 3236934473919397422 3236934473919397422 1] 93261250
[1 647491046073748595 647491046073748595 1] 93043395
[1 4219873354455086148 4219873354455086148 4] 93929673
[1 130094826246450141 130094826246450141 1] 94031908
[1 2331347999351084026 2331347999351084026 1] 93734939
[1 3659813617944922327 3659813617944922327 2] 94060934
[1 2491827283880295168 2491827283880295168 2] 95484714
[1 5063561934843515109 5063561934843515109 1] 95822977
[1 4377884285487400780 4377884285487400780 1] 95271049
[1 9111468288398707982 9111468288398707982 1] 95614073
[1 550672249647483098 550672249647483098 1] 95947073
[1 6513783888078605502 6513783888078605502 1] 96746931
[1 8746113330728608796 8746113330728608796 3] 96828463
[1 2861478466821191741 2861478466821191741 1] 96557455
[1 3558554399823816184 3558554399823816184 1] 96997565
[1 6274825479430247148 6274825479430247148 1] 98203560
[1 9194213822884330834 9194213822884330834 1] 97750324
[1 185118575590103668 185118575590103668 1] 98749179
[1 4122695951619468847 4122695951619468847 2] 99637474
[1 8596722216914397364 8596722216914397364 1] 100992838
[1 4073211198583022180 4073211198583022180 1] 100523479
[1 9194213822884330834 9194213822884330834 1] 100073346
[1 5199371706524493251 5199371706524493251 2] 99868535
[1 7856897504463192900 7856897504463192900 1] 99793114
[1 5416000030182068785 5416000030182068785 2] 100230952
[1 1242004612079023671 1242004612079023671 1] 100518222
[1 4827324001856983987 4827324001856983987 1] 100911438
[1 2491827283880295168 2491827283880295168 1] 102329560
[1 4774416163461359252 4774416163461359252 3] 102934180
[1 914343859512707012 914343859512707012 1] 103453363
[1 3271508910756835865 3271508910756835865 1] 103507884
[1 3345713678998118409 3345713678998118409 1] 105114894
[1 1840298256139815746 1840298256139815746 1] 106737301
[1 6397345207882921962 6397345207882921962 2] 107745421
[1 9107500590212004521 9107500590212004521 2] 108005699
[1 6468866080072798106 6468866080072798106 1] 108975700
[1 7044189533465539850 7044189533465539850 1] 109091116
[1 6357559164249722615 6357559164249722615 4] 110228507
[1 6508099035400486672 6508099035400486672 1] 111281270
[1 6170402025844769799 6170402025844769799 1] 110749683
[1 2454684895762362559 2454684895762362559 1] 110913831
[1 7499126390569328487 7499126390569328487 1] 111875886
[1 2454684895762362559 2454684895762362559 1] 112037251
[1 4562440946473198944 4562440946473198944 3] 112697074
[1 6969888700525189384 6969888700525189384 1] 113574800
[1 2090043877226103601 2090043877226103601 2] 114257658
[1 1186413747289502661 1186413747289502661 2] 115164216
[1 319895222190797266 319895222190797266 1] 115636570
[1 776057151823164264 776057151823164264 1] 115496974
[1 4238713034810074028 4238713034810074028 1] 116484805
[1 472640305114548655 472640305114548655 1] 117672659
[1 3271508910756835865 3271508910756835865 2] 117725041
[1 9054274455774325283 9054274455774325283 2] 117650059
[1 5460306810368422338 5460306810368422338 1] 118671972
[1 415004406609487801 415004406609487801 1] 118087791
[1 8123840614758380338 8123840614758380338 3] 117686051
[1 5724685807532549095 5724685807532549095 1] 118759030
[1 5945104872396650355 5945104872396650355 1] 119073227
[1 8863376680030915354 8863376680030915354 1] 118910131
[1 1890874750208477764 1890874750208477764 1] 120310128
[1 7613436918011352707 7613436918011352707 1] 120652121
[1 6423217256339162762 6423217256339162762 1] 121571055
[1 835059540630012492 835059540630012492 1] 122627485
[1 5885709345812136768 5885709345812136768 1] 123257019
[1 8456951483809752933 8456951483809752933 1] 124473925
[1 1929108437739011046 1929108437739011046 1] 124864425
[1 962644554631157417 962644554631157417 1] 126369037
[1 5416000030182068785 5416000030182068785 1] 126811715
[1 6041612706119483417 6041612706119483417 1] 127375314
[1 1657028723439299735 1657028723439299735 2] 128848100
[1 2538156644782290352 2538156644782290352 2] 130347272
[1 8454751433989030941 8454751433989030941 1] 130591520
[1 7466460471292109233 7466460471292109233 1] 131906978
[1 3582342302972989278 3582342302972989278 1] 132222428
[1 3829641242182598913 3829641242182598913 1] 131933095
[1 6190378323326485826 6190378323326485826 1] 131417042
[1 4956135701449413191 4956135701449413191 1] 131169915
[1 579383808298780685 579383808298780685 1] 130732104
[1 1176482845217077127 1176482845217077127 1] 131972283
[1 6702312599032352784 6702312599032352784 2] 133263653
[1 2059014550261616441 2059014550261616441 1] 133381290
[1 222493149465179000 222493149465179000 2] 134211093
[1 2046472722026058361 2046472722026058361 1] 134225355
[1 8639103653568590745 8639103653568590745 2] 134583914
[1 2681509236213133930 2681509236213133930 2] 135949393
[1 2681509236213133930 2681509236213133930 1] 137315373
[1 4841662169877694660 4841662169877694660 1] 138936127
[1 1994482117221562610 1994482117221562610 2] 140240826
[1 6872419454369207885 6872419454369207885 1] 141263595
[1 2704694954785049502 2704694954785049502 1] 142589384
[1 8630513118107105493 8630513118107105493 1] 143642889
[1 8223556651405343222 8223556651405343222 1] 143460435
[1 497283696040899058 497283696040899058 1] 144630503
[1 1790591590042843761 1790591590042843761 1] 144947108
[1 4073211198583022180 4073211198583022180 1] 144472613
[1 8123840614758380338 8123840614758380338 1] 144071109
[1 7490339278880190554 7490339278880190554 2] 143808617
[1 2550598396595818528 2550598396595818528 1] 143846875
[1 5199371706524493251 5199371706524493251 1] 143639592
[1 5071069789944271384 5071069789944271384 1] 143616599
[1 131118527416406417 131118527416406417 1] 144626303
[1 3964450872751765311 3964450872751765311 5] 144640119
[1 2838580124468335443 2838580124468335443 1] 144083479
[1 7881522691004017370 7881522691004017370 1] 145288767
[1 7316668006565156651 7316668006565156651 3] 145538164
[1 3460887766722519736 3460887766722519736 1] 146967131
[1 8178167647254100655 8178167647254100655 1] 147569142
[1 4194064741151001970 4194064741151001970 1] 147659909
[1 5199371706524493251 5199371706524493251 2] 147452772
[1 2337016797151025370 2337016797151025370 1] 148895269
[1 9194213822884330834 9194213822884330834 1] 148441464
[1 960478310206579209 960478310206579209 1] 148254970
[1 7979646042163024205 7979646042163024205 1] 147929208
[1 1858959575435454377 1858959575435454377 2] 149137620
[1 1217566094413633721 1217566094413633721 1] 148641942
[1 5199641547698550621 5199641547698550621 1] 149783261
[1 6957926362045696369 6957926362045696369 1] 149219166
[1 2319188756839704936 2319188756839704936 1] 149767482
[1 1572355345597119708 1572355345597119708 1] 149578821
[1 8875211216651956425 8875211216651956425 2] 150222221
[1 4559156434454441098 4559156434454441098 1] 151496165
[1 8821009146333822433 8821009146333822433 1] 152908296
[1 1309962873612645872 1309962873612645872 3] 153166083
[1 4898117658189580031 4898117658189580031 1] 152932097
[1 4086763913301779518 4086763913301779518 2] 152891662
[1 130094826246450141 130094826246450141 1] 152995675
[1 8344753198079708132 8344753198079708132 1] 154126942
[1 6700757519863913125 6700757519863913125 2] 155631011
[1 7523316024404873548 7523316024404873548 1] 155911730
[1 8457181607094899287 8457181607094899287 1] 155944529
[1 2247469374958062075 2247469374958062075 1] 155442522
[1 3113311429710773546 3113311429710773546 1] 156239881
[1 4073211198583022180 4073211198583022180 3] 155766200
[1 2509139897261588936 2509139897261588936 1] 157104358
[1 2090043877226103601 2090043877226103601 1] 157794219
[1 5609386143928750169 5609386143928750169 1] 157598786
[1 3513591833870429566 3513591833870429566 1] 157098240
[1 794543592873094726 794543592873094726 1] 157340492
[1 579383808298780685 579383808298780685 2] 156903647
[1 8380641326145083184 8380641326145083184 1] 156545564
[1 3964450872751765311 3964450872751765311 1] 156566479
[1 6679105948721570805 6679105948721570805 1] 156224627
[1 789678821803831634 789678821803831634 1] 156102406
[1 3152667199902966591 3152667199902966591 1] 155503534
[1 5428676046622452730 5428676046622452730 1] 156230291
[1 4755877962832181671 4755877962832181671 2] 156128630
[1 1652415761709635407 1652415761709635407 1] 156930771
[1 3452460185093754177 3452460185093754177 1] 156892935
[1 3523119062920112816 3523119062920112816 3] 157067729
[1 8071399829518041455 8071399829518041455 1] 157645264
[1 6312818450892701566 6312818450892701566 2] 157375266
[1 5885251080520357233 5885251080520357233 1] 157535851
[1 2928647503566692007 2928647503566692007 1] 157961984
[1 4365291373867262605 4365291373867262605 2] 158992037
[1 6324117110787121994 6324117110787121994 1] 160350803
[1 555990338574654921 555990338574654921 1] 161331824
[1 4982225158532910574 4982225158532910574 1] 161660256
[1 8382273392383741760 8382273392383741760 2] 162442715
[1 3152846535939948506 3152846535939948506 2] 162472225
[1 6312818450892701566 6312818450892701566 2] 162201455
[1 9041943092826302859 9041943092826302859 1] 162505231
[1 2856539413314948307 2856539413314948307 1] 162272604
[1 5380935037227546951 5380935037227546951 1] 161988973
[1 7465279672643454733 7465279672643454733 1] 161948192
[1 6423217256339162762 6423217256339162762 1] 162864771
[1 6190378323326485826 6190378323326485826 3] 162349170
[1 4811212750625984352 4811212750625984352 1] 162164210
[1 4541849469276830559 4541849469276830559 1] 161846850
[1 230278193608570785 230278193608570785 1] 161333663
[1 8796452180611775208 8796452180611775208 1] 161354681
[1 7951556637785314359 7951556637785314359 2] 161047055
[1 1190941672751438369 1190941672751438369 1] 161056044
[1 2334543312721676862 2334543312721676862 1] 162340538
[1 4021089274693363635 4021089274693363635 1] 163647921
[1 5788881540600095843 5788881540600095843 1] 164233001
[1 2036909659925042171 2036909659925042171 2] 164271712
[1 7008706794286656759 7008706794286656759 1] 164088879
[1 8674095322927264939 8674095322927264939 1] 164283263
[1 8939596530689448133 8939596530689448133 1] 165444343
[1 6041612706119483417 6041612706119483417 1] 165989964
[1 5010598880146546224 5010598880146546224 1] 165944628
[1 3558554399823816184 3558554399823816184 1] 166383669
[1 3966236307845293463 3966236307845293463 1] 166346802
[1 5152867666612939994 5152867666612939994 1] 165871704
[1 3575030713274475525 3575030713274475525 1] 167292868
[1 769942351571177457 769942351571177457 1] 167193760
[1 3337160779789067394 3337160779789067394 2] 168406845
[1 4538011972252671285 4538011972252671285 2] 168001569
[1 7496270305388725263 7496270305388725263 2] 168194065
[1 7835094993739046534 7835094993739046534 1] 169513843
[1 7253081084140999038 7253081084140999038 1] 170094827
[1 2965510242296456540 2965510242296456540 1] 170933558
[1 4826508407678470599 4826508407678470599 1] 170397174
[1 4643234138915544813 4643234138915544813 1] 171744762
[1 3815681640050750010 3815681640050750010 1] 172585398
[1 5593717899833931073 5593717899833931073 1] 172789523
[1 1452942473505964474 1452942473505964474 1] 173674843
[1 1113918663186012118 1113918663186012118 1] 173599591
[1 4133824371882797777 4133824371882797777 1] 174738541
[1 6702312599032352784 6702312599032352784 1] 176150895
[1 1392740535184907307 1392740535184907307 1] 176148768
[1 8219298985896031870 8219298985896031870 1] 176732001
[1 407680228762628637 407680228762628637 1] 177205599
[1 3397674522525353132 3397674522525353132 3] 177289063
[1 3380263676397564338 3380263676397564338 1] 176888522
[1 8228581028098359699 8228581028098359699 1] 177414437
[1 3203016569110680163 3203016569110680163 1] 178661401
[1 5041716788574141913 5041716788574141913 3] 179340761
[1 5718108348191035616 5718108348191035616 1] 180379747
[1 5163588175456553285 5163588175456553285 1] 179881096
[1 2367632123291455431 2367632123291455431 1] 180801752
[1 2269341530959424643 2269341530959424643 1] 181067963
[1 5873317982803155464 5873317982803155464 1] 181702214
[1 8323616056709401117 8323616056709401117 1] 182270289
[1 4852342352453309314 4852342352453309314 1] 183059268
[1 3219269621666571012 3219269621666571012 1] 183847248
[1 8555612586013675980 8555612586013675980 1] 184251074
[1 4486208703608854876 4486208703608854876 1] 184465934
[1 1980691158095603428 1980691158095603428 2] 186052289
[1 6520185239836403810 6520185239836403810 1] 185737358
[1 2332873300355990351 2332873300355990351 3] 186290335
[1 5788881540600095843 5788881540600095843 1] 186876928
[1 9194213822884330834 9194213822884330834 1] 186423993
[1 8783398529814028400 8783398529814028400 1] 187300982
[1 5063561934843515109 5063561934843515109 1] 187636401
[1 3923278645798607949 3923278645798607949 1] 188999987
[1 1335048254029551544 1335048254029551544 1] 188844812
[1 8783398529814028400 8783398529814028400 2] 189719373
[1 6487420009656927523 6487420009656927523 2] 190949047
[1 2737049106520977071 2737049106520977071 1] 192288888
[1 2351868443412837382 2351868443412837382 2] 192506928
[1 4672142790945023815 4672142790945023815 1] 193734320
[1 550672249647483098 550672249647483098 2] 194043000
[1 8630513118107105493 8630513118107105493 1] 195100874
[1 7816894275143735653 7816894275143735653 1] 196195770
[1 3829641242182598913 3829641242182598913 2] 195907065
[1 7942517674964614188 7942517674964614188 1] 197522699
[1 2059014550261616441 2059014550261616441 1] 197641793
[1 4808101553268135358 4808101553268135358 1] 198906956
[1 6020890979708936693 6020890979708936693 1] 199261944
[1 5719856726457577661 5719856726457577661 4] 199299084
[1 5190854629269504638 5190854629269504638 1] 198898114
[1 5719717182571015391 5719717182571015391 1] 198963362
[1 3656344101082318758 3656344101082318758 1] 199654920
[1 3727930850643909137 3727930850643909137 1] 201067569
[1 8630513118107105493 8630513118107105493 1] 202126936
[1 230278193608570785 230278193608570785 1] 201614612
[1 8861487328274733667 8861487328274733667 1] 201466096
[1 282635039422144020 282635039422144020 1] 202211063
[1 6416684361604007311 6416684361604007311 1] 203297316
[1 6028182652995316019 6028182652995316019 1] 204483343
[1 14219070558469852 14219070558469852 1] 204644762
[1 5475979248680422918 5475979248680422918 1] 206013646
[1 414355819421748683 414355819421748683 2] 207122558
[1 6812130681507053423 6812130681507053423 1] 208548020
[1 7798246342830308968 7798246342830308968 1] 209379192
[1 5585786087383249728 5585786087383249728 1] 210211016
[1 3530022764642695888 3530022764642695888 1] 210584321
[1 2336099898871085227 2336099898871085227 1] 210186212
[1 7777977619431818208 7777977619431818208 1] 210078299
[1 7510830849849817936 7510830849849817936 1] 210321604
[1 8172922642733451540 8172922642733451540 1] 210221640
[1 8861487328274733667 8861487328274733667 1] 210072395
[1 8818877862451692445 8818877862451692445 1] 209844659
[1 8906311312446022368 8906311312446022368 2] 210027500
[1 4002125427601191018 4002125427601191018 1] 210896058
[1 185177807332437299 185177807332437299 1] 212279902
[1 6789022155914594207 6789022155914594207 1] 212181303
[1 3094667540105656806 3094667540105656806 1] 213404345
[1 9223218755183230107 9223218755183230107 1] 213989678
[1 1858959575435454377 1858959575435454377 1] 215203343
[1 25808810848855699 25808810848855699 1] 216233138
[1 777597955150123734 777597955150123734 1] 216678929
[1 6317955593750657091 6317955593750657091 1] 216289378
[1 8579167014664097186 8579167014664097186 1] 217818526
[1 3674465782270809850 3674465782270809850 1] 218156482
[1 5235884288566630025 5235884288566630025 1] 217691081
[1 1779151639916505574 1779151639916505574 1] 218828513
[1 4792288441176605021 4792288441176605021 2] 220238361
[1 7999706091662848021 7999706091662848021 1] 219921596
[1 4909640069524819720 4909640069524819720 1] 220086060
[1 3815681640050750010 3815681640050750010 1] 220925915
[1 2090043877226103601 2090043877226103601 1] 221615406
[1 8861487328274733667 8861487328274733667 1] 221466007
[1 7496270305388725263 7496270305388725263 2] 221657598
[1 522117222994015365 522117222994015365 1] 223222424
[1 965512617529384234 965512617529384234 1] 223666531
[1 4973759262420791533 4973759262420791533 1] 223178281
[1 855809072938529119 855809072938529119 1] 223817365
[1 3212214683265722945 3212214683265722945 2] 224632620
[1 9087915936908888447 9087915936908888447 2] 225748917
[1 6332845802162722465 6332845802162722465 1] 225589850
[1 4073211198583022180 4073211198583022180 1] 225115842
[1 8732085476929491618 8732085476929491618 1] 226114252
[1 5025943281449913462 5025943281449913462 1] 226719877
[1 8438789768457654395 8438789768457654395 1] 228169071
[1 241391968874552458 241391968874552458 1] 228299965
[1 345230284045436778 345230284045436778 2] 229747417
[1 3908090975176347760 3908090975176347760 2] 229747231
[1 2934363447031835758 2934363447031835758 1] 231344931
[1 894503179976803868 894503179976803868 1] 231801934
[1 6190378323326485826 6190378323326485826 1] 231287514
[1 2562215526203485763 2562215526203485763 1] 231516873
[1 2334543312721676862 2334543312721676862 1] 232821407
[1 6400049056656596056 6400049056656596056 1] 234172541
[1 3825613523896836328 3825613523896836328 1] 235735196
[1 3246353780858311150 3246353780858311150 1] 235445206
[1 472640305114548655 472640305114548655 1] 236646043
[1 3725094020181300213 3725094020181300213 1] 238104517
[1 2097449817658158751 2097449817658158751 1] 239432677
[1 6643227403971752890 6643227403971752890 1] 240093389
[1 5178122808022206607 5178122808022206607 1] 239972301
[1 5196006687241536103 5196006687241536103 3] 241087937
[1 3743210088908719144 3743210088908719144 1] 240561354
[1 7218017804265400567 7218017804265400567 1] 240021491

Prio stats: 394 85 17 3 1 0 0 0 0 0 0 0 0 0 0 0 
Results: 100.00 150817676
**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 500
Start: Random
Difficulty: 30000000
Repetition probability (%): 20
Request delay (us): 600000
Priority enabled - lambda: 1.50

[1 5323113048839211569 5323113048839211569 1] 1209172
[1 6061301652778360708 6061301652778360708 1] 1962022
[1 6551056528233317404 6551056528233317404 1] 3065189
[1 5199371706524493251 5199371706524493251 1] 2861070
[1 3659813617944922327 3659813617944922327 1] 3189065
[1 5323113048839211569 5323113048839211569 1] 3789272
[1 6551056528233317404 6551056528233317404 1] 4889174
[1 4306388032135015083 4306388032135015083 1] 5377778
[1 3582342302972989278 3582342302972989278 2] 5701098
[1 5152867666612939994 5152867666612939994 1] 5226020
[1 8545497753826994372 8545497753826994372 1] 6808693
[1 14219070558469852 14219070558469852 1] 6974229
[1 5152867666612939994 5152867666612939994 2] 6498533
[1 8123840614758380338 8123840614758380338 1] 6098107
[1 6299299371226330111 6299299371226330111 1] 5898391
[1 5199371706524493251 5199371706524493251 2] 5692940
[1 4210581282492980127 4210581282492980127 2] 6782707
[1 2681509236213133930 2681509236213133930 1] 8160369
[1 2417774981122755451 2417774981122755451 1] 9224561
[1 5199371706524493251 5199371706524493251 1] 9020342
[1 2417774981122755451 2417774981122755451 1] 10088311
[1 3371221844736955655 3371221844736955655 1] 10573920
[1 14219070558469852 14219070558469852 1] 10739657
[1 5665786584277501498 5665786584277501498 1] 11729417
[1 4411586658559271441 4411586658559271441 2] 13183233
[1 7751036336550852449 7751036336550852449 2] 13625557
[1 5226070023190972674 5226070023190972674 1] 13031085
[1 443797163739200304 443797163739200304 1] 13909548
[1 2681509236213133930 2681509236213133930 1] 15331260
[1 4711316578468217750 4711316578468217750 1] 15140057
[1 3219269621666571012 3219269621666571012 1] 15949195
[1 4439128167132747160 4439128167132747160 1] 16017017
[1 419959660935379333 419959660935379333 1] 15962801
[1 5323113048839211569 5323113048839211569 1] 16570816
[1 6508099035400486672 6508099035400486672 3] 17638589
[1 3661979449103474211 3661979449103474211 1] 17789052
[1 5199371706524493251 5199371706524493251 1] 17584030
[1 428285387533163711 428285387533163711 1] 17094443
[1 7479665055322049871 7479665055322049871 1] 17822650
[1 4587930096661733970 4587930096661733970 1] 18269642
[1 676565140536873255 676565140536873255 1] 18483204
[1 7465279672643454733 7465279672643454733 1] 18448584
[1 5358995021737652853 5358995021737652853 2] 19520824
[1 7758562614941667095 7758562614941667095 1] 20272698
[1 4096930159418457413 4096930159418457413 2] 19965210
[1 6676147598389536847 6676147598389536847 1] 20042843
[1 7542673075594086020 7542673075594086020 1] 19935470
[1 8447424885188984022 8447424885188984022 1] 19893764
[1 3380263676397564338 3380263676397564338 2] 19492918
[1 14219070558469852 14219070558469852 1] 19654866
[1 8765615669523681939 8765615669523681939 1] 19709514
[1 419959660935379333 419959660935379333 1] 19651330
[1 5054306381671161295 5054306381671161295 2] 20518258
[1 4418986465783198893 4418986465783198893 1] 20839495
[1 3168228909583649578 3168228909583649578 1] 21900258
[1 4711016277695541463 4711016277695541463 1] 22356532
[1 3300549992339425025 3300549992339425025 1] 22717573
[1 4640306689896283532 4640306689896283532 1] 23507119
[1 8576653471017792763 8576653471017792763 1] 23713135
[1 8630513118107105493 8630513118107105493 2] 24776732
[1 3073303311992054111 3073303311992054111 1] 26396597
[1 4675313619226882656 4675313619226882656 2] 27083938
[1 4672142790945023815 4672142790945023815 1] 28314427
[1 6312818450892701566 6312818450892701566 2] 28044583
[1 3277991424207011103 3277991424207011103 1] 27601196
[1 4313074964976661539 4313074964976661539 1] 27992610
